iso_2_pair,geo_iso_2,partner_iso_2,year,ip_export,is_cfc,cfc_tax,all_tax,geo_gdp,partner_gdp,patent_collab_count,geo_innovation_input,partner_innovation_input,geo_innovation_output,partner_innovation_output
CY-IE,CY,IE,2013,,0,12.5,12.5,23900872625.8467,238483849535.574,0.8,53.1,64.1,45.6,51.7
CZ-IE,CZ,IE,2013,0.8,0,12.5,12.5,211685616592.931,238483849535.574,2.8,53.4,64.1,43.3,51.7
CZ-IE,CZ,IE,2013,0.8,0,12.5,12.5,211685616592.931,238483849535.574,2.8,53.4,64.1,43.3,51.7
DK-IE,DK,IE,2013,0.8,1,25.0,25.0,343584391647.927,238483849535.574,6.800000000000001,66.3,64.1,50.4,51.7
DK-IE,DK,IE,2013,0.8,1,25.0,25.0,343584391647.927,238483849535.574,5.800000000000001,66.3,64.1,50.4,51.7
EE-IE,EE,IE,2013,,1,12.5,12.5,25271406707.566,238483849535.574,8.8,55.7,64.1,45.5,51.7
EE-IE,EE,IE,2013,,1,12.5,12.5,25271406707.566,238483849535.574,1.7999999999999998,55.7,64.1,45.5,51.7
GR-IE,GR,IE,2013,0.8,0,12.5,12.5,238484046041.178,238483849535.574,2.8,45.7,64.1,29.7,51.7
GR-IE,GR,IE,2013,0.8,0,12.5,12.5,238484046041.178,238483849535.574,2.8,45.7,64.1,29.7,51.7
FI-IE,FI,IE,2013,0.8,1,19.6,19.6,271285280621.373,238483849535.574,1.7999999999999998,66.7,64.1,52.4,51.7
FI-IE,FI,IE,2013,0.8,1,19.6,19.6,271285280621.373,238483849535.574,1.7999999999999998,66.7,64.1,52.4,51.7
FR-IE,FR,IE,2013,,1,37.9962,37.9962,2811077725703.59,238483849535.574,34.8,59.0,64.1,46.6,51.7
FR-IE,FR,IE,2013,,1,37.9962,37.9962,2811077725703.59,238483849535.574,32.8,59.0,64.1,46.6,51.7
HR-IE,HR,IE,2013,,0,12.5,12.5,58194069434.1423,238483849535.574,0.8,46.1,64.1,37.8,51.7
HU-IE,HU,IE,2013,0.8,1,12.5,12.5,135411698965.109,238483849535.574,0.8,48.5,64.1,45.4,51.7
IT-IE,IT,IE,2013,0.8,1,25.034200000000002,25.034200000000002,2141315327318.21,238483849535.574,15.8,53.3,64.1,42.4,51.7
IT-IE,IT,IE,2013,0.8,1,25.034200000000002,25.034200000000002,2141315327318.21,238483849535.574,13.8,53.3,64.1,42.4,51.7
LT-IE,LT,IE,2013,0.8,1,15.0,15.0,46523420074.4372,238483849535.574,3.8,48.9,64.1,33.8,51.7
LT-IE,LT,IE,2013,0.8,1,15.0,15.0,46523420074.4372,238483849535.574,2.8,48.9,64.1,33.8,51.7
LV-IE,LV,IE,2013,0.8,0,12.5,12.5,30436727789.4364,238483849535.574,0.8,51.1,64.1,39.4,51.7
NL-IE,NL,IE,2013,,1,25.0,25.0,876923518850.405,238483849535.574,21.799999999999997,64.2,64.1,58.1,51.7
NL-IE,NL,IE,2013,,1,25.0,25.0,876923518850.405,238483849535.574,20.799999999999997,64.2,64.1,58.1,51.7
PL-IE,PL,IE,2013,0.8,0,12.5,12.5,521016262734.924,238483849535.574,2.8,47.8,64.1,32.4,51.7
PL-IE,PL,IE,2013,0.8,0,12.5,12.5,521016262734.924,238483849535.574,3.8,47.8,64.1,32.4,51.7
RO-IE,RO,IE,2013,0.8,0,12.5,12.5,190801346194.297,238483849535.574,52.8,42.8,64.1,37.8,51.7
RO-IE,RO,IE,2013,0.8,0,12.5,12.5,190801346194.297,238483849535.574,52.8,42.8,64.1,37.8,51.7
SE-IE,SE,IE,2013,1.0,1,17.6,17.6,586841821796.891,238483849535.574,15.8,67.9,64.1,54.9,51.7
SE-IE,SE,IE,2013,1.0,1,17.6,17.6,586841821796.891,238483849535.574,16.799999999999997,67.9,64.1,54.9,51.7
SI-IE,SI,IE,2013,0.8,0,12.5,12.5,48401896808.3064,238483849535.574,0.8,53.2,64.1,41.4,51.7
SK-IE,SK,IE,2013,0.8,0,12.5,12.5,98848641554.6311,238483849535.574,0.8,48.3,64.1,36.2,51.7
AT-IN,AT,IN,2013,0.8,0,,33.99,430068712971.867,1856722121394.42,9.8,60.6,35.8,43.2,36.6
AT-IN,AT,IN,2013,0.8,0,,33.99,430068712971.867,1856722121394.42,9.8,60.6,35.8,43.2,36.6
BE-IN,BE,IN,2013,0.8,0,,33.99,521642714407.843,1856722121394.42,40.8,59.5,35.8,45.5,36.6
BE-IN,BE,IN,2013,0.8,0,,33.99,521642714407.843,1856722121394.42,51.8,59.5,35.8,45.5,36.6
BG-IN,BG,IN,2013,0.8,0,,33.99,55615397665.5809,1856722121394.42,6.800000000000001,44.0,35.8,38.7,36.6
BG-IN,BG,IN,2013,0.8,0,,33.99,55615397665.5809,1856722121394.42,5.800000000000001,44.0,35.8,38.7,36.6
CY-IN,CY,IN,2013,0.8,0,,33.99,23900872625.8467,1856722121394.42,1.7999999999999998,53.1,35.8,45.6,36.6
CZ-IN,CZ,IN,2013,0.8,0,,33.99,211685616592.931,1856722121394.42,3.8,53.4,35.8,43.3,36.6
CZ-IN,CZ,IN,2013,0.8,0,,33.99,211685616592.931,1856722121394.42,1.7999999999999998,53.4,35.8,43.3,36.6
DE-IN,DE,IN,2013,,1,33.99,33.99,3732743446218.92,1856722121394.42,236.8,59.8,35.8,51.9,36.6
DE-IN,DE,IN,2013,,1,33.99,33.99,3732743446218.92,1856722121394.42,234.8,59.8,35.8,51.9,36.6
DK-IN,DK,IN,2013,1.3,1,33.99,33.99,343584391647.927,1856722121394.42,22.799999999999997,66.3,35.8,50.4,36.6
DK-IN,DK,IN,2013,1.3,1,33.99,33.99,343584391647.927,1856722121394.42,23.799999999999997,66.3,35.8,50.4,36.6
EE-IN,EE,IN,2013,,1,33.99,33.99,25271406707.566,1856722121394.42,0.8,55.7,35.8,45.5,36.6
GR-IN,GR,IN,2013,0.8,0,,33.99,238484046041.178,1856722121394.42,3.8,45.7,35.8,29.7,36.6
GR-IN,GR,IN,2013,0.8,0,,33.99,238484046041.178,1856722121394.42,3.8,45.7,35.8,29.7,36.6
FI-IN,FI,IN,2013,0.8,1,33.99,33.99,271285280621.373,1856722121394.42,22.799999999999997,66.7,35.8,52.4,36.6
FI-IN,FI,IN,2013,0.8,1,33.99,33.99,271285280621.373,1856722121394.42,23.799999999999997,66.7,35.8,52.4,36.6
FR-IN,FR,IN,2013,,1,37.9962,37.9962,2811077725703.59,1856722121394.42,154.8,59.0,35.8,46.6,36.6
FR-IN,FR,IN,2013,,1,37.9962,37.9962,2811077725703.59,1856722121394.42,171.8,59.0,35.8,46.6,36.6
HR-IN,HR,IN,2013,,0,,33.99,58194069434.1423,1856722121394.42,0.8,46.1,35.8,37.8,36.6
HU-IN,HU,IN,2013,0.8,1,33.99,33.99,135411698965.109,1856722121394.42,3.8,48.5,35.8,45.4,36.6
HU-IN,HU,IN,2013,0.8,1,33.99,33.99,135411698965.109,1856722121394.42,3.8,48.5,35.8,45.4,36.6
IE-IN,IE,IN,2013,0.8,0,,33.99,238483849535.574,1856722121394.42,29.799999999999997,64.1,35.8,51.7,36.6
IE-IN,IE,IN,2013,0.8,0,,33.99,238483849535.574,1856722121394.42,25.799999999999997,64.1,35.8,51.7,36.6
IT-IN,IT,IN,2013,0.8,1,33.99,33.99,2141315327318.21,1856722121394.42,37.8,53.3,35.8,42.4,36.6
IT-IN,IT,IN,2013,0.8,1,33.99,33.99,2141315327318.21,1856722121394.42,39.8,53.3,35.8,42.4,36.6
LT-IN,LT,IN,2013,0.8,1,33.99,33.99,46523420074.4372,1856722121394.42,0.8,48.9,35.8,33.8,36.6
LV-IN,LV,IN,2013,0.8,0,,33.99,30436727789.4364,1856722121394.42,0.8,51.1,35.8,39.4,36.6
NL-IN,NL,IN,2013,,1,33.99,33.99,876923518850.405,1856722121394.42,60.8,64.2,35.8,58.1,36.6
NL-IN,NL,IN,2013,,1,33.99,33.99,876923518850.405,1856722121394.42,54.8,64.2,35.8,58.1,36.6
PL-IN,PL,IN,2013,0.8,0,,33.99,521016262734.924,1856722121394.42,12.8,47.8,35.8,32.4,36.6
PL-IN,PL,IN,2013,0.8,0,,33.99,521016262734.924,1856722121394.42,12.8,47.8,35.8,32.4,36.6
RO-IN,RO,IN,2013,0.8,0,,33.99,190801346194.297,1856722121394.42,2.8,42.8,35.8,37.8,36.6
RO-IN,RO,IN,2013,0.8,0,,33.99,190801346194.297,1856722121394.42,2.8,42.8,35.8,37.8,36.6
SE-IN,SE,IN,2013,0.9,1,33.99,33.99,586841821796.891,1856722121394.42,26.799999999999997,67.9,35.8,54.9,36.6
SE-IN,SE,IN,2013,0.9,1,33.99,33.99,586841821796.891,1856722121394.42,25.799999999999997,67.9,35.8,54.9,36.6
SI-IN,SI,IN,2013,0.8,0,,33.99,48401896808.3064,1856722121394.42,0.8,53.2,35.8,41.4,36.6
SK-IN,SK,IN,2013,0.8,0,,33.99,98848641554.6311,1856722121394.42,4.800000000000001,48.3,35.8,36.2,36.6
SK-IN,SK,IN,2013,0.8,0,,33.99,98848641554.6311,1856722121394.42,4.800000000000001,48.3,35.8,36.2,36.6
AT-IS,AT,IS,2013,0.8,0,,20.0,430068712971.867,16125060515.3117,0.8,60.6,59.7,43.2,53.1
BE-IS,BE,IS,2013,,0,,20.0,521642714407.843,16125060515.3117,3.8,59.5,59.7,45.5,53.1
BE-IS,BE,IS,2013,,0,,20.0,521642714407.843,16125060515.3117,3.8,59.5,59.7,45.5,53.1
BG-IS,BG,IS,2013,0.8,0,,20.0,55615397665.5809,16125060515.3117,0.8,44.0,59.7,38.7,53.1
CY-IS,CY,IS,2013,,0,,20.0,23900872625.8467,16125060515.3117,0.8,53.1,59.7,45.6,53.1
CZ-IS,CZ,IS,2013,0.8,0,,20.0,211685616592.931,16125060515.3117,0.8,53.4,59.7,43.3,53.1
DE-IS,DE,IS,2013,,1,25.0,25.0,3732743446218.92,16125060515.3117,3.8,59.8,59.7,51.9,53.1
DE-IS,DE,IS,2013,,1,25.0,25.0,3732743446218.92,16125060515.3117,2.8,59.8,59.7,51.9,53.1
DK-IS,DK,IS,2013,0.8,1,25.0,25.0,343584391647.927,16125060515.3117,3.8,66.3,59.7,50.4,53.1
DK-IS,DK,IS,2013,0.8,1,25.0,25.0,343584391647.927,16125060515.3117,4.800000000000001,66.3,59.7,50.4,53.1
EE-IS,EE,IS,2013,0.8,1,20.0,20.0,25271406707.566,16125060515.3117,0.8,55.7,59.7,45.5,53.1
GR-IS,GR,IS,2013,0.8,0,,20.0,238484046041.178,16125060515.3117,0.8,45.7,59.7,29.7,53.1
FI-IS,FI,IS,2013,0.8,1,20.0,20.0,271285280621.373,16125060515.3117,1.7999999999999998,66.7,59.7,52.4,53.1
FI-IS,FI,IS,2013,0.8,1,20.0,20.0,271285280621.373,16125060515.3117,1.7999999999999998,66.7,59.7,52.4,53.1
FR-IS,FR,IS,2013,,1,37.9962,37.9962,2811077725703.59,16125060515.3117,6.800000000000001,59.0,59.7,46.6,53.1
FR-IS,FR,IS,2013,,1,37.9962,37.9962,2811077725703.59,16125060515.3117,1.7999999999999998,59.0,59.7,46.6,53.1
HR-IS,HR,IS,2013,,0,,20.0,58194069434.1423,16125060515.3117,0.8,46.1,59.7,37.8,53.1
HU-IS,HU,IS,2013,0.8,1,20.0,20.0,135411698965.109,16125060515.3117,0.8,48.5,59.7,45.4,53.1
IE-IS,IE,IS,2013,0.8,0,,20.0,238483849535.574,16125060515.3117,0.8,64.1,59.7,51.7,53.1
IT-IS,IT,IS,2013,0.8,1,25.034200000000002,25.034200000000002,2141315327318.21,16125060515.3117,1.7999999999999998,53.3,59.7,42.4,53.1
IT-IS,IT,IS,2013,0.8,1,25.034200000000002,25.034200000000002,2141315327318.21,16125060515.3117,1.7999999999999998,53.3,59.7,42.4,53.1
LT-IS,LT,IS,2013,0.8,1,20.0,20.0,46523420074.4372,16125060515.3117,0.8,48.9,59.7,33.8,53.1
LV-IS,LV,IS,2013,0.8,0,,20.0,30436727789.4364,16125060515.3117,0.8,51.1,59.7,39.4,53.1
NL-IS,NL,IS,2013,,1,25.0,25.0,876923518850.405,16125060515.3117,0.8,64.2,59.7,58.1,53.1
PL-IS,PL,IS,2013,0.8,0,,20.0,521016262734.924,16125060515.3117,0.8,47.8,59.7,32.4,53.1
RO-IS,RO,IS,2013,0.8,0,,20.0,190801346194.297,16125060515.3117,0.8,42.8,59.7,37.8,53.1
SE-IS,SE,IS,2013,0.8,1,20.0,20.0,586841821796.891,16125060515.3117,8.8,67.9,59.7,54.9,53.1
SE-IS,SE,IS,2013,0.8,1,20.0,20.0,586841821796.891,16125060515.3117,13.8,67.9,59.7,54.9,53.1
SI-IS,SI,IS,2013,0.8,0,,20.0,48401896808.3064,16125060515.3117,0.8,53.2,59.7,41.4,53.1
SK-IS,SK,IS,2013,0.8,0,,20.0,98848641554.6311,16125060515.3117,0.8,48.3,59.7,36.2,53.1
AT-IT,AT,IT,2013,0.8,0,,31.29275,430068712971.867,2141315327318.21,49.8,60.6,53.3,43.2,42.4
AT-IT,AT,IT,2013,0.8,0,,31.29275,430068712971.867,2141315327318.21,53.8,60.6,53.3,43.2,42.4
BE-IT,BE,IT,2013,,0,,31.29275,521642714407.843,2141315327318.21,97.80000000000001,59.5,53.3,45.5,42.4
BE-IT,BE,IT,2013,,0,,31.29275,521642714407.843,2141315327318.21,104.80000000000001,59.5,53.3,45.5,42.4
BG-IT,BG,IT,2013,0.8,0,,31.29275,55615397665.5809,2141315327318.21,10.8,44.0,53.3,38.7,42.4
BG-IT,BG,IT,2013,0.8,0,,31.29275,55615397665.5809,2141315327318.21,9.8,44.0,53.3,38.7,42.4
CY-IT,CY,IT,2013,0.8,0,,31.29275,23900872625.8467,2141315327318.21,0.8,53.1,53.3,45.6,42.4
CZ-IT,CZ,IT,2013,0.8,0,,31.29275,211685616592.931,2141315327318.21,10.8,53.4,53.3,43.3,42.4
CZ-IT,CZ,IT,2013,0.8,0,,31.29275,211685616592.931,2141315327318.21,11.8,53.4,53.3,43.3,42.4
DE-IT,DE,IT,2013,1.7999999999999998,1,31.29275,31.29275,3732743446218.92,2141315327318.21,586.8,59.8,53.3,51.9,42.4
DE-IT,DE,IT,2013,1.7999999999999998,1,31.29275,31.29275,3732743446218.92,2141315327318.21,599.8,59.8,53.3,51.9,42.4
DK-IT,DK,IT,2013,1.2000000000000002,1,31.29275,31.29275,343584391647.927,2141315327318.21,31.799999999999997,66.3,53.3,50.4,42.4
DK-IT,DK,IT,2013,1.2000000000000002,1,31.29275,31.29275,343584391647.927,2141315327318.21,31.799999999999997,66.3,53.3,50.4,42.4
EE-IT,EE,IT,2013,,1,31.29275,31.29275,25271406707.566,2141315327318.21,2.8,55.7,53.3,45.5,42.4
EE-IT,EE,IT,2013,,1,31.29275,31.29275,25271406707.566,2141315327318.21,2.8,55.7,53.3,45.5,42.4
GR-IT,GR,IT,2013,0.8,0,,31.29275,238484046041.178,2141315327318.21,13.8,45.7,53.3,29.7,42.4
GR-IT,GR,IT,2013,0.8,0,,31.29275,238484046041.178,2141315327318.21,14.8,45.7,53.3,29.7,42.4
FI-IT,FI,IT,2013,0.8,1,31.29275,31.29275,271285280621.373,2141315327318.21,30.799999999999997,66.7,53.3,52.4,42.4
FI-IT,FI,IT,2013,0.8,1,31.29275,31.29275,271285280621.373,2141315327318.21,31.799999999999997,66.7,53.3,52.4,42.4
FR-IT,FR,IT,2013,,1,37.9962,37.9962,2811077725703.59,2141315327318.21,395.79999999999995,59.0,53.3,46.6,42.4
FR-IT,FR,IT,2013,,1,37.9962,37.9962,2811077725703.59,2141315327318.21,402.79999999999995,59.0,53.3,46.6,42.4
HR-IT,HR,IT,2013,,0,,31.29275,58194069434.1423,2141315327318.21,3.8,46.1,53.3,37.8,42.4
HR-IT,HR,IT,2013,,0,,31.29275,58194069434.1423,2141315327318.21,2.8,46.1,53.3,37.8,42.4
HU-IT,HU,IT,2013,,1,31.29275,31.29275,135411698965.109,2141315327318.21,14.8,48.5,53.3,45.4,42.4
HU-IT,HU,IT,2013,,1,31.29275,31.29275,135411698965.109,2141315327318.21,14.8,48.5,53.3,45.4,42.4
IE-IT,IE,IT,2013,0.8,0,,31.29275,238483849535.574,2141315327318.21,13.8,64.1,53.3,51.7,42.4
IE-IT,IE,IT,2013,0.8,0,,31.29275,238483849535.574,2141315327318.21,15.8,64.1,53.3,51.7,42.4
LT-IT,LT,IT,2013,0.8,1,31.29275,31.29275,46523420074.4372,2141315327318.21,0.8,48.9,53.3,33.8,42.4
LV-IT,LV,IT,2013,0.8,0,,31.29275,30436727789.4364,2141315327318.21,1.7999999999999998,51.1,53.3,39.4,42.4
LV-IT,LV,IT,2013,0.8,0,,31.29275,30436727789.4364,2141315327318.21,1.7999999999999998,51.1,53.3,39.4,42.4
NL-IT,NL,IT,2013,,1,31.29275,31.29275,876923518850.405,2141315327318.21,95.80000000000001,64.2,53.3,58.1,42.4
NL-IT,NL,IT,2013,,1,31.29275,31.29275,876923518850.405,2141315327318.21,88.80000000000001,64.2,53.3,58.1,42.4
PL-IT,PL,IT,2013,2.1999999999999997,0,,31.29275,521016262734.924,2141315327318.21,8.8,47.8,53.3,32.4,42.4
PL-IT,PL,IT,2013,2.1999999999999997,0,,31.29275,521016262734.924,2141315327318.21,8.8,47.8,53.3,32.4,42.4
RO-IT,RO,IT,2013,0.8,0,,31.29275,190801346194.297,2141315327318.21,4.800000000000001,42.8,53.3,37.8,42.4
RO-IT,RO,IT,2013,0.8,0,,31.29275,190801346194.297,2141315327318.21,3.8,42.8,53.3,37.8,42.4
SE-IT,SE,IT,2013,1.0,1,31.29275,31.29275,586841821796.891,2141315327318.21,127.80000000000001,67.9,53.3,54.9,42.4
SE-IT,SE,IT,2013,1.0,1,31.29275,31.29275,586841821796.891,2141315327318.21,126.80000000000001,67.9,53.3,54.9,42.4
SI-IT,SI,IT,2013,0.8,0,,31.29275,48401896808.3064,2141315327318.21,10.8,53.2,53.3,41.4,42.4
SI-IT,SI,IT,2013,0.8,0,,31.29275,48401896808.3064,2141315327318.21,6.800000000000001,53.2,53.3,41.4,42.4
SK-IT,SK,IT,2013,0.8,0,,31.29275,98848641554.6311,2141315327318.21,0.8,48.3,53.3,36.2,42.4
AT-JP,AT,JP,2013,0.8,0,,36.99,430068712971.867,5155717056270.83,23.799999999999997,60.6,62.8,43.2,41.6
AT-JP,AT,JP,2013,0.8,0,,36.99,430068712971.867,5155717056270.83,24.799999999999997,60.6,62.8,43.2,41.6
BE-JP,BE,JP,2013,,0,,36.99,521642714407.843,5155717056270.83,111.80000000000001,59.5,62.8,45.5,41.6
BE-JP,BE,JP,2013,,0,,36.99,521642714407.843,5155717056270.83,95.80000000000001,59.5,62.8,45.5,41.6
BG-JP,BG,JP,2013,0.8,0,,36.99,55615397665.5809,5155717056270.83,5.800000000000001,44.0,62.8,38.7,41.6
BG-JP,BG,JP,2013,0.8,0,,36.99,55615397665.5809,5155717056270.83,3.8,44.0,62.8,38.7,41.6
CY-JP,CY,JP,2013,0.8,0,,36.99,23900872625.8467,5155717056270.83,1.7999999999999998,53.1,62.8,45.6,41.6
CZ-JP,CZ,JP,2013,0.8,0,,36.99,211685616592.931,5155717056270.83,5.800000000000001,53.4,62.8,43.3,41.6
CZ-JP,CZ,JP,2013,0.8,0,,36.99,211685616592.931,5155717056270.83,3.8,53.4,62.8,43.3,41.6
DE-JP,DE,JP,2013,0.8,1,36.99,36.99,3732743446218.92,5155717056270.83,570.8,59.8,62.8,51.9,41.6
DE-JP,DE,JP,2013,0.8,1,36.99,36.99,3732743446218.92,5155717056270.83,591.8,59.8,62.8,51.9,41.6
DK-JP,DK,JP,2013,0.8,1,36.99,36.99,343584391647.927,5155717056270.83,35.8,66.3,62.8,50.4,41.6
DK-JP,DK,JP,2013,0.8,1,36.99,36.99,343584391647.927,5155717056270.83,35.8,66.3,62.8,50.4,41.6
EE-JP,EE,JP,2013,,1,36.99,36.99,25271406707.566,5155717056270.83,1.7999999999999998,55.7,62.8,45.5,41.6
EE-JP,EE,JP,2013,,1,36.99,36.99,25271406707.566,5155717056270.83,1.7999999999999998,55.7,62.8,45.5,41.6
GR-JP,GR,JP,2013,0.8,0,,36.99,238484046041.178,5155717056270.83,1.7999999999999998,45.7,62.8,29.7,41.6
GR-JP,GR,JP,2013,0.8,0,,36.99,238484046041.178,5155717056270.83,2.8,45.7,62.8,29.7,41.6
FI-JP,FI,JP,2013,0.8,1,36.99,36.99,271285280621.373,5155717056270.83,52.8,66.7,62.8,52.4,41.6
FI-JP,FI,JP,2013,0.8,1,36.99,36.99,271285280621.373,5155717056270.83,50.8,66.7,62.8,52.4,41.6
FR-JP,FR,JP,2013,,1,37.9962,37.9962,2811077725703.59,5155717056270.83,187.8,59.0,62.8,46.6,41.6
FR-JP,FR,JP,2013,,1,37.9962,37.9962,2811077725703.59,5155717056270.83,191.8,59.0,62.8,46.6,41.6
HR-JP,HR,JP,2013,,0,,36.99,58194069434.1423,5155717056270.83,5.800000000000001,46.1,62.8,37.8,41.6
HR-JP,HR,JP,2013,,0,,36.99,58194069434.1423,5155717056270.83,5.800000000000001,46.1,62.8,37.8,41.6
HU-JP,HU,JP,2013,0.8,1,36.99,36.99,135411698965.109,5155717056270.83,1.7999999999999998,48.5,62.8,45.4,41.6
HU-JP,HU,JP,2013,0.8,1,36.99,36.99,135411698965.109,5155717056270.83,1.7999999999999998,48.5,62.8,45.4,41.6
IE-JP,IE,JP,2013,0.8,0,,36.99,238483849535.574,5155717056270.83,4.800000000000001,64.1,62.8,51.7,41.6
IE-JP,IE,JP,2013,0.8,0,,36.99,238483849535.574,5155717056270.83,4.800000000000001,64.1,62.8,51.7,41.6
IT-JP,IT,JP,2013,0.8,1,36.99,36.99,2141315327318.21,5155717056270.83,131.8,53.3,62.8,42.4,41.6
IT-JP,IT,JP,2013,0.8,1,36.99,36.99,2141315327318.21,5155717056270.83,87.80000000000001,53.3,62.8,42.4,41.6
LT-JP,LT,JP,2013,0.8,1,36.99,36.99,46523420074.4372,5155717056270.83,3.8,48.9,62.8,33.8,41.6
LT-JP,LT,JP,2013,0.8,1,36.99,36.99,46523420074.4372,5155717056270.83,1.7999999999999998,48.9,62.8,33.8,41.6
LV-JP,LV,JP,2013,0.8,0,,36.99,30436727789.4364,5155717056270.83,0.8,51.1,62.8,39.4,41.6
PL-JP,PL,JP,2013,0.8,0,,36.99,521016262734.924,5155717056270.83,24.799999999999997,47.8,62.8,32.4,41.6
PL-JP,PL,JP,2013,0.8,0,,36.99,521016262734.924,5155717056270.83,18.799999999999997,47.8,62.8,32.4,41.6
RO-JP,RO,JP,2013,0.8,0,,36.99,190801346194.297,5155717056270.83,5.800000000000001,42.8,62.8,37.8,41.6
RO-JP,RO,JP,2013,0.8,0,,36.99,190801346194.297,5155717056270.83,4.800000000000001,42.8,62.8,37.8,41.6
SE-JP,SE,JP,2013,1.3,1,36.99,36.99,586841821796.891,5155717056270.83,43.8,67.9,62.8,54.9,41.6
SE-JP,SE,JP,2013,1.3,1,36.99,36.99,586841821796.891,5155717056270.83,42.8,67.9,62.8,54.9,41.6
SI-JP,SI,JP,2013,0.8,0,,36.99,48401896808.3064,5155717056270.83,0.8,53.2,62.8,41.4,41.6
SK-JP,SK,JP,2013,0.8,0,,36.99,98848641554.6311,5155717056270.83,1.7999999999999998,48.3,62.8,36.2,41.6
AT-KR,AT,KR,2013,0.8,0,24.2,24.2,430068712971.867,1370795199976.18,11.8,60.6,62.1,43.2,44.5
AT-KR,AT,KR,2013,0.8,0,24.2,24.2,430068712971.867,1370795199976.18,11.8,60.6,62.1,43.2,44.5
BE-KR,BE,KR,2013,0.8,0,24.2,24.2,521642714407.843,1370795199976.18,18.799999999999997,59.5,62.1,45.5,44.5
BE-KR,BE,KR,2013,0.8,0,24.2,24.2,521642714407.843,1370795199976.18,16.799999999999997,59.5,62.1,45.5,44.5
BG-KR,BG,KR,2013,0.8,0,24.2,24.2,55615397665.5809,1370795199976.18,0.8,44.0,62.1,38.7,44.5
CY-KR,CY,KR,2013,0.8,0,24.2,24.2,23900872625.8467,1370795199976.18,0.8,53.1,62.1,45.6,44.5
CZ-KR,CZ,KR,2013,0.8,0,24.2,24.2,211685616592.931,1370795199976.18,5.800000000000001,53.4,62.1,43.3,44.5
CZ-KR,CZ,KR,2013,0.8,0,24.2,24.2,211685616592.931,1370795199976.18,4.800000000000001,53.4,62.1,43.3,44.5
DE-KR,DE,KR,2013,0.8,1,25.0,25.0,3732743446218.92,1370795199976.18,131.8,59.8,62.1,51.9,44.5
DE-KR,DE,KR,2013,0.8,1,25.0,25.0,3732743446218.92,1370795199976.18,131.8,59.8,62.1,51.9,44.5
DK-KR,DK,KR,2013,0.8,1,25.0,25.0,343584391647.927,1370795199976.18,4.800000000000001,66.3,62.1,50.4,44.5
DK-KR,DK,KR,2013,0.8,1,25.0,25.0,343584391647.927,1370795199976.18,6.800000000000001,66.3,62.1,50.4,44.5
EE-KR,EE,KR,2013,,1,24.2,24.2,25271406707.566,1370795199976.18,0.8,55.7,62.1,45.5,44.5
GR-KR,GR,KR,2013,0.8,0,24.2,24.2,238484046041.178,1370795199976.18,9.8,45.7,62.1,29.7,44.5
GR-KR,GR,KR,2013,0.8,0,24.2,24.2,238484046041.178,1370795199976.18,4.800000000000001,45.7,62.1,29.7,44.5
FI-KR,FI,KR,2013,1.7999999999999998,1,24.2,24.2,271285280621.373,1370795199976.18,7.800000000000001,66.7,62.1,52.4,44.5
FI-KR,FI,KR,2013,1.7999999999999998,1,24.2,24.2,271285280621.373,1370795199976.18,6.800000000000001,66.7,62.1,52.4,44.5
FR-KR,FR,KR,2013,,1,37.9962,37.9962,2811077725703.59,1370795199976.18,80.80000000000001,59.0,62.1,46.6,44.5
FR-KR,FR,KR,2013,,1,37.9962,37.9962,2811077725703.59,1370795199976.18,88.80000000000001,59.0,62.1,46.6,44.5
HR-KR,HR,KR,2013,,0,24.2,24.2,58194069434.1423,1370795199976.18,0.8,46.1,62.1,37.8,44.5
HU-KR,HU,KR,2013,0.8,1,24.2,24.2,135411698965.109,1370795199976.18,1.7999999999999998,48.5,62.1,45.4,44.5
HU-KR,HU,KR,2013,0.8,1,24.2,24.2,135411698965.109,1370795199976.18,1.7999999999999998,48.5,62.1,45.4,44.5
IE-KR,IE,KR,2013,0.8,0,24.2,24.2,238483849535.574,1370795199976.18,1.7999999999999998,64.1,62.1,51.7,44.5
IE-KR,IE,KR,2013,0.8,0,24.2,24.2,238483849535.574,1370795199976.18,1.7999999999999998,64.1,62.1,51.7,44.5
IT-KR,IT,KR,2013,0.8,1,25.034200000000002,25.034200000000002,2141315327318.21,1370795199976.18,13.8,53.3,62.1,42.4,44.5
IT-KR,IT,KR,2013,0.8,1,25.034200000000002,25.034200000000002,2141315327318.21,1370795199976.18,14.8,53.3,62.1,42.4,44.5
LT-KR,LT,KR,2013,0.8,1,24.2,24.2,46523420074.4372,1370795199976.18,0.8,48.9,62.1,33.8,44.5
LV-KR,LV,KR,2013,0.8,0,24.2,24.2,30436727789.4364,1370795199976.18,0.8,51.1,62.1,39.4,44.5
NL-KR,NL,KR,2013,,1,25.0,25.0,876923518850.405,1370795199976.18,41.8,64.2,62.1,58.1,44.5
NL-KR,NL,KR,2013,,1,25.0,25.0,876923518850.405,1370795199976.18,46.8,64.2,62.1,58.1,44.5
PL-KR,PL,KR,2013,0.8,0,24.2,24.2,521016262734.924,1370795199976.18,6.800000000000001,47.8,62.1,32.4,44.5
PL-KR,PL,KR,2013,0.8,0,24.2,24.2,521016262734.924,1370795199976.18,3.8,47.8,62.1,32.4,44.5
